User,Item 1,Rating 1,Item 2,Rating 2,Item 3,Rating 3,Item 4,Rating 4,Item 5,Rating 5,Item 6,Rating 6,Item 7,Rating 7,Item 8,Rating 8,Item 9,Rating 9,Item 10,Rating 10
521,33497,7.48074565668228,58124,7.3950702962064,3969,7.25380465150622,20073,7.12568806485776,43365,7.06567549618146,38277,6.60592423345744,31650,6.37265800859738,3290,6.2697618181437,53618,6.19008349532173,3291,6.18096687554186
494,14547,7.52134538684791,33497,7.46005882573813,20073,7.11780122550993,43365,7.01234286994307,34018,6.77091582680319,43117,6.58832198605245,11808,6.54669810526195,3290,6.33487780875522,31650,6.1993357030697,14558,6.18538712470073
486,42527,5.31282710150157,42529,5.00138086182985,60183,4.17103301422709,53643,3.93025728304161,"",0,"",0,"",0,"",0,"",0,"",0
488,64042,7.06642969975441,58125,6.27150835099883,84923,4.89084351734877,42527,4.69675833915209,38535,4.62416119538932,42529,4.214954709469,60183,3.67071519482801,"",0,"",0,"",0
469,34018,7.55128109736619,31650,7.0942475188024,73528,6.56945543715406,42527,5.04897994257879,70764,5.00269000750556,38535,4.94532978384332,42529,4.69603471221455,82380,4.1799846794661,"",0,"",0
118,33939,7.94927896269262,43365,7.21491692913483,34018,6.9494534822259,38277,6.938026016223,64042,6.60839524765592,14558,6.33960406403214,3291,6.31897609811215,3290,6.31286450858502,12029,6.27460841839923,33290,6.09033299583307
35,14547,6.78678880602143,33497,6.62843477595733,31648,6.57687993734035,43365,6.09005157727617,34018,5.83736267193266,43117,5.76502778983217,75847,5.43159290691745,3290,5.36688007224996,53618,5.35449478075583,31650,5.2954903339867
602,33497,7.13577914202808,58124,6.99187761044377,20073,6.65275407166874,11808,6.09435152315585,38277,6.05037400755777,75847,5.74801399878376,3290,5.7391545308138,31650,5.71351993191633,53618,5.64280255403259,37197,5.63545903320746
207,11808,7.38278023932699,64042,7.21710816481385,31650,7.11906318043059,71904,6.91741854063786,14556,6.85915138422813,37197,6.77400310592409,12029,6.77045530838303,31659,6.77024155471006,67315,6.7260024309812,33290,6.70131555036059
387,42527,5.80422023762791,42529,5.39650878955866,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
391,42527,5.32946992845145,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
396,73528,7.13539847436631,42527,5.70498881425278,42529,5.31685586984405,"",0,"",0,"",0,"",0,"",0,"",0,"",0
411,34018,7.53784484378688,75847,6.915712367654,42951,6.69710407780566,67315,6.63006188794919,14556,6.6193871049765,31407,6.2902542043932,1977,6.13281658129485,79206,5.84461462919541,38176,5.33015659608461,84923,5.07740714877104
654,20073,7.50471856951418,64042,6.97252210250122,14558,6.59806098942071,37197,6.51018324271797,75847,6.42540094764289,53618,6.40166203580172,71904,6.38898609705887,33290,6.35518614027359,73528,6.13398416608787,67315,6.07086043502659
139,3290,6.54000776411075,3291,6.39966652310494,31659,6.27704765681452,37197,6.21714739658511,4384,6.12106008448978,33306,5.49976605531125,3996,5.27939486740728,37132,4.92017248389558,42527,4.78891546222386,38535,4.66489898206128
616,22159,7.13109208446993,38277,6.09647635813289,31650,5.69328643334026,3290,5.63338066154058,14556,5.50139059176822,58125,5.41876385451309,67315,5.17345883050071,37088,5.03331810696557,73528,5.007224006078,1977,4.95542201336295
678,33497,7.57487347616466,22159,7.49470024829503,4798,7.47938226845759,3969,7.35380633187864,31648,7.25286283252694,20073,7.11325481514277,43365,6.92081480437357,34018,6.68297647264846,11808,6.59635879647647,64042,6.54284564776872
192,33939,7.69122597703582,33497,7.34081642718118,43364,7.16450836668269,43365,6.8402011853454,73525,6.6169228049845,38277,6.28361235597393,11808,6.27805042699286,64042,6.07411541354982,31650,5.89294381829862,3290,5.86088866203433
62,33939,6.82789260111199,4640,6.73376500765584,33497,6.54912542456654,58124,6.4965398943022,4798,6.47540852201889,43364,6.43581646681554,3969,6.41538885968195,20073,6.2880929490484,43365,6.10863730628656,64042,5.72675827537935
444,31648,7.91142359848933,34018,7.32088282104079,64042,7.30124715819011,11808,7.19021918145281,38277,6.86758528982955,3290,6.78965542206255,58125,6.49235226504094,31659,6.42481552357422,14556,6.39464045730502,37088,6.37346557361995
93,34018,7.96463496175245,3290,7.37091615060957,37197,7.10091252886474,33290,7.06695931201137,37088,6.8219486027722,28639,6.71292350781082,1977,6.63342147609312,4384,6.60766180636889,70766,6.31414079210183,3996,6.25146176775354
538,42527,5.73608118270086,42529,5.36650977247121,60183,4.54715435649199,53643,4.25860541122687,"",0,"",0,"",0,"",0,"",0,"",0
527,3290,6.31961976407773,67315,5.9463746170554,79206,5.12044710118361,3996,4.90335729561922,67317,4.67975865630726,42527,4.51979945609907,70764,4.34572788705923,38535,4.29644570833832,42529,4.20064196188371,82380,3.56253606831217
138,34018,6.51514933501668,20073,6.50605827626138,64042,5.88757235945623,3291,5.88707494229473,31650,5.84008691812122,14558,5.80972389620078,53618,5.63608128316588,58125,5.47572523722683,73528,5.30496901000216,67315,5.28758690664577
231,33497,7.42998084625181,3969,7.28523489022758,31648,7.21548250475982,20073,6.98133236727681,43365,6.91988197739993,34018,6.57230575722438,11808,6.49667294479988,73525,6.46441967464373,43117,6.45165928545204,64042,6.44749979014371
102,14556,6.36555471966332,3291,6.33647043584095,37197,6.31090025591993,33290,6.28124916440698,67315,6.19567202513329,37088,6.13707235789592,31407,6.00381934151779,73528,5.94920605995533,4384,5.93820546857704,70766,5.56184251115483
417,33939,7.95421318544482,33497,7.68644701661258,4798,7.44932441052005,43364,7.41663348866735,20073,6.98226877707911,64042,6.40224675962126,31650,6.20177037206511,3291,6.16108074918033,14556,6.09761357337006,12029,5.96223553827309
208,3290,6.26835244642836,3291,6.24412926032663,14556,6.06454326368576,67315,6.05182759826477,20076,5.75876227254029,73528,5.74155960695156,4384,5.70022079552747,31407,5.62255439896293,1977,5.47522536407032,70766,5.24059034345133
6,31650,6.79323006263365,3290,6.73007384779369,53618,6.70960964776773,14556,6.55547574182548,73528,6.08306408279763,79206,5.67753008998888,3996,5.48769059977694,59675,5.36550579838447,37132,5.02231578567407,42527,5.00463120612921
619,33939,7.15004152124455,22159,6.84383696246727,33497,6.79903257247756,14547,6.75858393630859,58124,6.74626644124151,43364,6.69442815123848,43365,6.34469874416433,20073,6.32682008922494,34018,5.97378826061413,73525,5.87776930649073
88,14547,6.6146552997931,33497,6.56785095780975,4798,6.39415810794658,58124,6.3156928711702,3969,6.21677362389025,20073,6.01667946819855,43365,5.81955501424561,73525,5.6673234690234,43117,5.31835557458354,3290,4.98220750410016
262,33939,7.01405911129961,33497,6.64499573286247,4798,6.59251714264031,31648,6.52390018289584,43365,6.13213839500062,20073,6.00514366093506,73525,5.79380800396583,34018,5.71397830000654,38277,5.57938422454451,64042,5.45953989180952
446,67317,6.04180793950684,84923,5.71629518540366,42527,5.41962881328266,42529,4.98654851429143,53643,3.95746258908086,"",0,"",0,"",0,"",0,"",0
598,42527,5.53838886330248,42529,5.08859927110193,60183,4.34440605652553,"",0,"",0,"",0,"",0,"",0,"",0,"",0
385,3290,6.93770816776704,53642,5.1821455113637,42527,4.81100309464955,42529,4.37287892171133,60183,3.52622569256285,53643,3.31836122485934,"",0,"",0,"",0,"",0
17,14556,6.84774516622062,67315,6.73891638608209,31407,6.41354516037425,38176,5.55389383416478,37132,5.27985113300727,42527,5.1931643141915,42529,4.76894875427874,53643,3.74094522405463,"",0,"",0
704,3290,5.53584160692984,12029,5.36568980740282,37197,5.31999855465124,53618,5.31737928722555,38276,5.12984909929469,37088,5.00168697848934,4384,4.76354800722673,31407,4.69193491181297,79206,4.46672630171656,33306,4.3526049886713
10,67317,5.66189974467519,42527,5.22994133843198,42529,4.72669387016756,82380,4.09988781882032,60183,4.01843674690358,"",0,"",0,"",0,"",0,"",0
4,43365,6.66307498413617,34018,6.20807820459096,31650,5.69621850371817,3290,5.63983587889509,3291,5.24881072759618,73528,5.03921790902732,37088,5.031328093972,14556,4.96070256327318,67315,4.92345885334959,20076,4.89023481641333
21,79206,5.59030821981641,3996,5.39762168446461,53642,5.15642465820083,42527,4.83618218528113,42529,4.34310168930809,84908,3.70730751728388,53643,3.43219988558173,"",0,"",0,"",0
25,70766,5.15759494683067,79206,5.11817446966097,33306,5.04854028183206,3996,4.89343890931684,53642,4.65787817082938,42527,4.45204669890466,84923,4.44109395798679,70764,4.26905613054119,42529,3.95062506168816,60183,3.24410563525084
3,3996,5.90112343753434,67317,5.70021172642656,53642,5.460937037531,84923,5.3498787319751,42527,5.27986540647342,38535,5.17732802772837,42529,4.77793536062147,53643,3.84459832119194,"",0,"",0
9,14558,6.77028740878373,3996,5.50815905393336,53642,5.33506178550263,67317,5.27484051999514,42527,4.85969031502294,42529,4.35677601075799,60183,3.87174642430131,"",0,"",0,"",0
14,84923,4.99766444363988,42527,4.89931589344673,42529,4.36914426010107,84908,3.69093643833237,"",0,"",0,"",0,"",0,"",0,"",0
647,67317,6.07243675041521,42527,5.59176731149668,42529,5.02775228266678,53643,3.9931291815853,"",0,"",0,"",0,"",0,"",0,"",0
641,84923,5.29865643938971,42527,5.0105933261288,42529,4.54762404885422,"",0,"",0,"",0,"",0,"",0,"",0,"",0
643,84923,5.56455432924549,42527,5.37354775413315,42529,4.94548786775793,"",0,"",0,"",0,"",0,"",0,"",0,"",0
458,33497,7.07250510860551,58124,7.02175035273828,4798,7.01566417329521,31648,6.80937698611033,3969,6.76828606973446,43365,6.5801268505012,20073,6.42425800916111,73525,6.15349335824123,34018,6.09720004496899,38277,5.88042510453398
225,34018,7.08133835361208,64042,6.69174260064084,11808,6.67790327263789,31650,6.46470129001436,3290,6.40762358573507,14558,6.39038466962862,3291,6.32217258268332,12029,6.31620715598031,71904,6.22112635611853,14556,6.14468119168853
520,34018,7.34649756242096,3291,6.6516017648143,14556,6.37101622893947,70766,5.58052525411221,33306,5.45477007655102,3996,5.42351403054844,67317,5.30066231490784,59675,5.21325311543679,38176,5.16059102005916,53642,5.15292779012574
248,43364,6.87685062986954,20073,6.47589098483464,34018,6.09952894660125,73525,5.9888715695173,64042,5.85591595058389,38277,5.85561723230764,14558,5.60049718869503,3278,5.50042325911395,31650,5.48367377111752,14556,5.43543286628138
244,73528,6.77450697059888,84923,5.6077913321114,42527,5.40066760027234,42529,4.98812709191309,53643,3.98776189439885,"",0,"",0,"",0,"",0,"",0
445,14556,6.74190804292181,73528,6.45423693335504,79206,5.98567063578351,33306,5.93780945814664,59675,5.64118605686254,38176,5.49086890680686,42527,5.03975168119595,42529,4.57985276608373,60183,3.91369115822183,53643,3.62573694687114
429,33497,7.22732743705164,14547,7.11273641431611,31648,6.99768293429198,43364,6.93253815584313,58124,6.91091297129075,4798,6.88978634076138,43365,6.70435425418946,34018,6.42660486909464,38277,6.30896936009652,11808,6.0805417834444
646,14547,6.88095201525141,31648,6.60785352529382,58124,6.51549986569347,43365,6.17543357336719,11808,5.77496354624064,37197,5.67793309360271,75847,5.6087137646223,12029,5.58517183426402,53618,5.41244596982954,3291,5.31647691039529
229,33497,7.64939050690312,4798,7.5984118604505,43364,7.50899552329991,43365,7.08146168101455,34018,6.74080329314262,64042,6.61978263775323,31650,6.24529213448163,3290,6.20429173629064,14558,6.18356196514315,53618,6.13257578557386
642,4798,7.34224393775134,33497,7.32914219007884,58124,7.2920493075365,31648,7.14290032840422,34018,6.48221782310319,11808,6.44773986513187,73525,6.41509901597724,64042,6.29361900847811,38277,6.25222859857303,3290,6.0629323235644
603,34018,6.54551489889018,31650,6.16069904255318,14556,5.89054217148637,33290,5.86720680124025,37088,5.77966082853625,67315,5.74683660303828,20076,5.68800871742381,28639,5.61295156890787,73528,5.58820413592286,4384,5.58148427731378
565,67317,5.52854541660347,84923,5.2681569630084,42527,5.09074987928828,42529,4.63044829711098,60183,3.79562617403155,"",0,"",0,"",0,"",0,"",0
567,42527,5.53614660272028,42529,5.28828147020561,53643,4.1263620629144,"",0,"",0,"",0,"",0,"",0,"",0,"",0
559,58125,7.55041856928689,73528,7.19009865082043,59675,6.4249324340139,42527,5.54609040193381,42529,5.24439741515603,60183,4.71261253147314,"",0,"",0,"",0,"",0
563,3996,6.0211989925667,84923,5.55293803670686,42527,5.34713390290396,42529,4.7650297139917,53643,3.99574408766747,"",0,"",0,"",0,"",0,"",0
560,38535,5.75910774314537,42527,5.66025159670787,42529,5.28210145813442,60183,4.59421004101125,"",0,"",0,"",0,"",0,"",0,"",0
549,33497,7.74459521787341,22159,7.62147022025756,43365,7.024410343584,34018,6.71661595912291,64042,6.52881515435755,11808,6.45549339987024,73525,6.29195304008944,31650,6.00677495805748,3290,5.91961266433287,14558,5.89273531699872
562,3290,7.21757550263719,3996,5.68429390079619,84923,5.22459273457785,38535,4.85240885778266,42529,4.58091720029861,60183,3.83067245011083,53643,3.58881835131197,"",0,"",0,"",0
668,58124,7.32818099419339,20073,6.9976588896439,43365,6.91032649781344,34018,6.5809347487031,73525,6.47134509077416,38277,6.26008494687902,31650,6.07156101016151,3290,6.05928681937611,75847,5.97648916010565,3291,5.85355448326219
20,4798,7.12861537723409,20073,6.50677197366238,43365,6.39183440122486,11808,6.05799148833505,73525,5.79022417428771,64042,5.76050475643433,3290,5.40791872938746,37197,5.35037156872258,31650,5.34622226399465,75847,5.21301486695414
182,3290,7.27496315046406,67315,6.86120131789865,37088,6.62717090855458,79206,6.11431050764378,3996,6.02415314835132,33306,5.96924592037621,67317,5.768191457107,38176,5.6639838935049,53642,5.55672754537729,42527,5.378932694603
614,33497,7.80134392876007,58124,7.72727020233317,43364,7.72000159704995,34018,6.99400046856997,11808,6.8810716574001,31650,6.56146778550947,3290,6.53116045824167,14558,6.49358861429117,37197,6.22011030792466,31659,6.19287625649933
157,3290,7.01106608595054,42527,5.09763937268037,42529,4.62661036354677,82380,4.20257298737969,60183,4.00952438769036,"",0,"",0,"",0,"",0,"",0
171,42527,5.53644251080755,42529,5.12697034981351,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
153,42527,5.421017351404,42529,4.91448236687286,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0
170,67315,6.28229277566194,20076,6.06731842929479,67317,5.08395279625793,53642,5.04064980419616,37132,4.74010616511508,42527,4.63505375117147,38535,4.52102225999517,42529,4.17534950078602,82380,3.68874623288521,60183,3.45090507743215
519,33497,8.29804906801169,34018,7.39144777875929,11808,7.25149172071613,3290,6.87534163473468,14558,6.79885641922406,71904,6.72446797019096,37195,6.60511039897444,37197,6.57784253288057,14556,6.53509715736472,70767,6.50090086799888
456,4798,7.28808737559107,33497,7.25557326120001,31648,7.17468348688977,11808,6.32109784724973,34018,6.3175396163935,73525,6.30070886078418,64042,6.18801941465691,38277,6.13538885597952,31650,5.86721544836661,3290,5.80980523570774
26,33939,6.76303302568136,14547,6.6227675181761,3969,6.39834058025201,33497,6.36344164161024,58124,6.32240039016639,43364,6.31559596975857,43365,5.72041764332629,34018,5.36086828630256,75847,5.07929692533948,3278,5.04031577246326
242,33497,7.32826231109558,20073,6.74290518940791,34018,6.44810365847083,11808,6.31498132765147,31650,5.9101180474892,3290,5.86866582139939,3291,5.73371881524557,75847,5.68795514686735,12029,5.6848398435718,33290,5.64259224536156
655,73525,8.1683419833466,42951,7.36496814252854,33306,6.4458202885844,3996,6.24992927883545,84923,5.736396985495,42527,5.54248654030822,42529,5.13427183181391,60183,4.35202166216509,"",0,"",0
670,33497,7.25232220103986,58124,7.15889485526852,4798,7.15052036928083,3969,7.03694209728206,31648,7.02670395775359,20073,6.75316664829556,73525,6.39314526722404,34018,6.39102226304586,11808,6.32991654232853,38277,6.15636570681514
277,4798,7.74711316010732,58124,7.71438127074051,34018,7.18227201456802,38277,6.85609073724756,3290,6.62336122107808,75847,6.53529630350473,53618,6.49831963582992,12029,6.44512769464557,37197,6.43322577102167,14556,6.30636768695876
175,11808,6.35659716618291,64042,6.14757269651412,31650,5.93284727831865,3290,5.89105113759236,14558,5.86481017821627,12029,5.75746202017373,33290,5.70210789417589,53618,5.6917738320733,75847,5.59687863972549,14556,5.54089335887635
56,33497,6.85883387192482,4798,6.74010517671329,31648,6.62633420635939,3969,6.61271568712298,43365,6.08018366962365,34018,5.9240439416166,64042,5.84675956965733,31650,5.3834126001398,14558,5.35431091329254,3290,5.30895445600784
107,42527,5.9911332674243,42529,5.58807854480501,60183,4.72892466568059,"",0,"",0,"",0,"",0,"",0,"",0,"",0
112,37088,6.32395606082275,33306,5.78035392649674,3996,5.58974108707561,38176,5.32468225625005,53642,5.2166236616623,42527,5.12884138918101,37132,5.104489200844,70764,4.91064600216503,42529,4.67574977507765,82380,3.91542092615001
28,33497,7.45788117936972,38277,6.76506973681233,34018,6.61669884633206,31650,6.01698964607373,14558,5.93928189547683,53618,5.88128065480373,3290,5.87378428392331,14556,5.78262253616033,33290,5.68095614390509,31659,5.57362733024914
395,43365,6.38404546084931,11808,5.87972975339572,3290,5.65645035062621,37197,5.65155121002241,33290,5.44849414046524,31659,5.28422285152772,67315,5.20011322682689,4384,4.94433295530662,33306,4.43871805142112,3996,4.37658990968874
268,20073,7.22916304048583,43365,7.08500030943012,34018,6.77586543035781,11808,6.69552323562563,73525,6.68668696896489,64042,6.56155064025321,38277,6.45958910858575,31650,6.2668235978982,3290,6.2368618257359,14558,6.20192790165551
125,64042,5.94516866130978,53618,5.5776892635646,3290,5.56048370850992,37197,5.45639116318354,58125,5.42220459020271,33290,5.40986917069163,31659,5.28764144754868,67315,5.27786720581906,73528,5.10989296083816,20076,5.09479321383126
78,33939,7.51194723388449,33497,7.28439039619687,4798,7.21832969137058,14551,6.96992824966004,20073,6.90393903853614,43365,6.72597546442167,34018,6.49008145467729,11808,6.40970128851214,43117,6.39105436509223,64042,6.36037715058989
669,33939,7.46991446463233,14547,7.00619231986494,43365,6.58793783535806,73525,6.46766256347545,11808,6.22147712705118,34018,6.1971357818176,38277,6.06427267626181,31650,5.73961875055588,12029,5.62162497721465,37197,5.58412127065206
214,33939,7.66988778937683,33497,7.34375905945261,43364,7.28820258852851,43365,6.81961412969387,34018,6.50017421943184,11808,6.3783551379198,64042,6.31274484038264,38277,6.27716872359018,31650,6.08700516145682,3278,5.98546942555139
222,64042,6.70044391398214,12029,6.37296442188938,38277,6.29682314166042,3290,6.29492915270469,37088,5.88549544982567,67315,5.87311535130346,31407,5.66364653578321,79206,5.19580342336403,3996,4.98958963304286,38176,4.76811801404178
233,42527,5.39316569682482,42529,5.08036802236261,60183,4.26870393886563,"",0,"",0,"",0,"",0,"",0,"",0,"",0
75,33497,7.47005286084326,31648,7.19747338188313,3969,7.1623779894944,20073,6.9617716360895,34018,6.65292861142008,73525,6.50358565820505,64042,6.45245089031648,38277,6.41080275656372,43117,6.38863492030298,14558,6.09886287802758
228,33497,7.12507696280033,43364,7.01667648223351,31648,6.92008876480075,20073,6.71765535137938,43365,6.63753266798929,34018,6.31292460927335,11808,6.19855345730922,64042,6.17955402604218,73525,6.16654691075248,38277,6.06079998377304
524,20073,7.50318019674466,64042,6.98981051405473,38277,6.95238324364555,31650,6.71817643690039,14558,6.60734598094637,3291,6.54296085003193,33290,6.35404978099433,14556,6.33001403359083,31659,6.26987977613763,67315,6.2294078121619
29,4798,7.76451406341516,20073,7.4248401564707,43365,7.30298311946442,34018,7.02780789752336,11808,6.92365958720725,64042,6.90833108522792,43117,6.90097355527517,73525,6.87552586340925,38277,6.78491597922888,31650,6.57966614618909
399,3996,6.12991388335447,67317,5.83861510241941,37132,5.70374633820517,84923,5.6500579393145,38535,5.40362022668383,42527,5.36865791404524,42529,5.04794931031563,53643,4.09471295222631,"",0,"",0
48,22159,6.492102017252,33497,6.46907105625139,14547,6.39010898570546,58124,6.28977840103697,43364,6.284368099833,20073,5.81153702970171,34018,5.55149192031829,73525,5.40569554022999,71887,5.23229664288297,14558,4.9255127385315
408,33939,7.38226801680838,33497,6.97287820054254,4798,6.78201870433339,58124,6.77926696181481,20073,6.52337049477002,73525,6.17860891908149,34018,6.17389093312324,64042,5.95497715158313,11808,5.93021856836762,38277,5.90676539373375
45,33939,7.74549179197123,33497,7.48396051703158,14547,7.42317534159422,58124,7.3157197028052,43364,7.29275684455019,31648,7.17449583923176,3969,7.17362737577495,43365,6.93361847060059,34018,6.6032501733879,38277,6.39373985444163
281,33497,8.75778470372801,14556,7.25154948381427,73528,7.18133153081215,59675,6.13006863327788,67317,6.05810500891697,42527,5.56807217161302,42529,5.00548955876169,60183,4.30873684612865,53643,4.01473509196558,"",0
280,14556,6.28742769127679,73528,6.28554492397163,31659,6.17868024348941,67315,6.15392169668218,37088,6.08047103229098,31407,5.78306025891371,1977,5.69916387417666,79206,5.40630684178985,33306,5.32339872517965,3996,5.19892804720353
111,4798,7.65193807256813,34018,7.15183429227152,11808,6.94247845616326,3290,6.65132700953857,53618,6.54087663044066,3291,6.53911093507328,71904,6.50980329582047,12029,6.4960133764739,37197,6.48244685562764,31659,6.31346232096587
462,84923,5.43378710574671,42527,5.22679397176631,42529,4.71200894510941,84908,4.00888979859024,53643,3.73329853685286,"",0,"",0,"",0,"",0,"",0
100,4798,6.36800887129763,31648,6.35275246197526,58124,6.3442205073195,43365,6.05793142906181,34018,5.65441806297233,11808,5.57578778971215,73525,5.5375671365373,64042,5.52243282938459,43117,5.47713989536036,38277,5.34706391921199
393,14547,7.24125712258573,58124,7.06837479131221,31648,6.91194539222134,20073,6.8092932796193,43365,6.62496149413073,34018,6.38392884439226,73525,6.31104703029594,64042,6.22014020511968,43117,6.19674058194341,11808,6.16287204745252
657,33497,7.74455707311369,43365,7.30933766657198,34018,6.86086334062204,31650,6.33076156616322,3290,6.3274182015676,67315,5.92909693681341,20076,5.8341683739774,73528,5.74523496367178,4384,5.64192840055644,1977,5.53552502343906
176,31648,7.57578273910091,64042,6.755748902103,38277,6.70649581727081,3290,6.37412567794983,3291,6.32050371529234,71904,6.26083966264969,75847,6.24717593175458,12029,6.20477580041039,37197,6.19317491667787,58125,6.17218545226008
531,20073,6.43014804519211,34018,5.94331543960948,43117,5.80340209873227,64042,5.77793517246459,38277,5.5991026282187,75847,5.39098603715013,31650,5.38174437615788,53618,5.37900463832571,71904,5.23806929855151,14556,5.20324271734521
671,33939,6.68895087770865,33497,6.31696323761985,4798,6.15792049001895,58124,6.13992890418461,20073,5.79236037823779,43365,5.78709510699865,34018,5.41004212010655,73525,5.40085684919835,11808,5.312134643062,64042,5.21132600271095
543,33497,7.28265756019349,58124,7.19879556530304,4798,7.13716707163535,3969,7.06810714802754,20073,6.83410968548721,43365,6.67465788205799,73525,6.33721715120122,11808,6.24676871853059,64042,6.22811657083292,38277,6.05230590636444
137,34018,7.01767328898907,31650,6.41436763738977,3290,6.32098599881526,37195,6.07674752128832,73528,5.77445312877266,4384,5.70941395446641,28639,5.64385696681805,1977,5.61982617932989,70766,5.27368335324069,3996,5.23163321492162
611,22159,7.19636341899194,43364,7.06786915860459,4798,6.93476305809391,73525,6.4857805053957,34018,6.40506068680922,64042,6.14791376835814,38277,6.13703921551577,31650,5.89929685188088,3290,5.82640426767788,37197,5.70223407116904
91,33497,7.27491453345877,14547,7.16791742860187,58124,7.12423520813509,34018,6.42785290410508,11808,6.28115659569207,43117,6.13560708336614,3290,5.79324706153038,14558,5.77999532633612,53618,5.7790459766425,37197,5.64210393505979
511,43364,7.89364870762347,73525,7.24699916701115,38277,7.1723673398074,58125,6.82791191548378,14556,6.80605543759927,42951,6.7399377784101,67315,6.70800506224694,20076,6.63712919205519,79206,6.213235443618,33306,6.16793658668288
622,33497,7.52535122479904,58124,7.39966442386547,43364,7.38405229775748,3969,7.35233240533331,31648,7.26695761334077,34018,6.72537123925917,11808,6.61187631462167,43117,6.60572076498242,73525,6.60039866001094,38277,6.41625988933669
404,33939,6.7132086513273,33497,6.32331082255432,20073,5.85238096317218,73525,5.73913090147346,11808,5.45411199913586,64042,5.36022015203984,31650,5.08427926910396,12029,5.03296448054338,14558,4.97143079780445,3290,4.90992513416458
554,79206,6.72390672691021,67317,6.34821038096345,42527,5.78573362746275,42529,5.33528470422957,53643,4.20730676636989,"",0,"",0,"",0,"",0,"",0
